Make,AccidentArea,MonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,NumberOfCars,Year,BasePolicy,FraudFound_P
Pontiac,Urban,Nov,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1994,Collision,0
Toyota,Rural,Sep,Female,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Oct,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Nov,Male,Married,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,1 vehicle,1994,Liability,0
Toyota,Urban,Jul,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,1,5 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Mazda,Urban,Jul,Male,Single,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,2 vehicles,1994,Collision,0
Toyota,Urban,May,Male,Married,47,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1994,Liability,0
Toyota,Urban,May,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1994,All Perils,0
Toyota,Urban,Jan,Male,Single,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Toyota,Urban,Apr,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,less than 20000,2,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Pontiac,Urban,May,Male,Married,60,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,1 vehicle,1994,All Perils,0
Accura,Urban,May,Male,Married,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1994,Liability,0
Toyota,Urban,Jul,Male,Married,56,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,1 vehicle,1994,All Perils,0
Ford,Urban,Apr,Male,Married,62,Policy Holder,Sedan - Liability,Sport,40000 to 59000,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,1 vehicle,1994,Liability,0
Honda,Urban,Apr,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,2,more than 30,more than 30,2 to 4,new,16 to 17,No,No,1 vehicle,1994,Liability,0
Pontiac,Urban,Nov,Male,Married,25,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,3,more than 30,more than 30,none,2 years,26 to 30,No,No,1 vehicle,1994,Collision,0
Honda,Urban,Aug,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1994,Collision,0
Toyota,Urban,Jul,Male,Married,76,Third Party,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,1,more than 7,over 65,No,No,1 vehicle,1994,All Perils,0
Toyota,Urban,Mar,Male,Married,77,Policy Holder,Sedan - All Perils,Sedan,less than 20000,4,more than 30,more than 30,none,more than 7,over 65,No,No,1 vehicle,1994,All Perils,0
Pontiac,Urban,Oct,Male,Married,55,Third Party,Utility - All Perils,Utility,more than 69000,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,Yes,No,1 vehicle,1994,All Perils,0
Mazda,Urban,Oct,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Toyota,Urban,May,Female,Single,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,none,5 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Mercury,Urban,Aug,Male,Married,47,Third Party,Sedan - All Perils,Sedan,more than 69000,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1994,All Perils,0
Ford,Urban,Sep,Male,Married,48,Third Party,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,none,7 years,41 to 50,No,No,1 vehicle,1994,Liability,0
Pontiac,Rural,Aug,Male,Married,45,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1994,All Perils,0
Honda,Urban,Jul,Female,Single,26,Third Party,Sport - Collision,Sport,more than 69000,1,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Mar,Male,Married,64,Third Party,Sedan - All Perils,Sedan,30000 to 39000,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,2 vehicles,1994,All Perils,0
Pontiac,Urban,Sep,Male,Married,37,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1994,Collision,0
Mazda,Urban,Sep,Male,Married,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1994,Collision,0
VW,Urban,Sep,Male,Married,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1994,Liability,0
Mazda,Urban,May,Female,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,none,7 years,41 to 50,No,No,3 to 4,1994,Liability,0
Toyota,Urban,Apr,Female,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,1 vehicle,1994,Liability,0
Mazda,Rural,Apr,Female,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Mazda,Rural,Feb,Male,Single,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1994,All Perils,1
Honda,Urban,Jun,Female,Married,42,Third Party,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1994,Liability,0
Pontiac,Rural,May,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,less than 20000,4,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Chevrolet,Urban,May,Male,Married,44,Third Party,Sedan - Collision,Sedan,30000 to 39000,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1994,Collision,0
Toyota,Urban,May,Male,Single,34,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Mazda,Urban,Jan,Male,Single,47,Third Party,Sedan - Collision,Sedan,30000 to 39000,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1994,Collision,0
Toyota,Urban,Jun,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Toyota,Urban,Apr,Female,Married,50,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1994,All Perils,0
Toyota,Urban,May,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Mar,Male,Married,49,Third Party,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1994,Collision,0
Mazda,Rural,Apr,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1994,Collision,0
Toyota,Urban,Apr,Male,Married,51,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1994,Liability,0
Pontiac,Urban,Oct,Male,Married,40,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1994,All Perils,0
Toyota,Urban,Feb,Female,Married,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,1 vehicle,1994,All Perils,1
Toyota,Urban,Jul,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,1,7 years,36 to 40,No,No,2 vehicles,1994,Collision,0
Honda,Urban,Oct,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1994,Liability,0
Honda,Urban,Oct,Female,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,1 vehicle,1994,Liability,0
Saab,Urban,Apr,Male,Single,30,Third Party,Sedan - All Perils,Sedan,30000 to 39000,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Toyota,Urban,Jun,Male,Married,45,Third Party,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1994,Liability,0
Toyota,Urban,Apr,Female,Married,29,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Ford,Rural,Apr,Male,Married,54,Third Party,Sedan - Collision,Sedan,60000 to 69000,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1994,Collision,0
Mercury,Urban,May,Male,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Honda,Urban,Dec,Male,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Chevrolet,Urban,Nov,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Dodge,Urban,Jan,Female,Single,29,Third Party,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Honda,Urban,Nov,Male,Single,18,Third Party,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,none,4 years,21 to 25,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Sep,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Apr,Male,Married,38,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,1 vehicle,1994,Collision,0
Chevrolet,Urban,Mar,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1994,Collision,0
Mazda,Rural,Mar,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1994,Liability,0
Mazda,Rural,Aug,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,May,Male,Married,45,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,2,none,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1994,All Perils,0
Pontiac,Rural,Apr,Male,Married,39,Third Party,Sedan - All Perils,Sedan,30000 to 39000,4,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1994,All Perils,0
Pontiac,Urban,Jan,Male,Married,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1994,Liability,0
Chevrolet,Urban,Feb,Female,Single,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Accura,Urban,Apr,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,2 vehicles,1994,All Perils,0
Chevrolet,Urban,Jan,Male,Single,28,Third Party,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Mazda,Urban,Mar,Male,Married,42,Policy Holder,Utility - All Perils,Utility,more than 69000,4,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1994,All Perils,0
Saab,Urban,Mar,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,3 to 4,1994,Liability,0
Pontiac,Urban,Apr,Male,Married,38,Third Party,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,1 vehicle,1994,Collision,0
Mazda,Urban,Apr,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Chevrolet,Urban,Mar,Male,Married,47,Third Party,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1994,Collision,0
Toyota,Urban,Mar,Male,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,1 vehicle,1994,Liability,0
Pontiac,Rural,May,Male,Married,62,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,1 vehicle,1994,All Perils,0
Pontiac,Urban,May,Male,Married,57,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1994,All Perils,0
Ford,Urban,Mar,Female,Married,45,Policy Holder,Sedan - All Perils,Sedan,more than 69000,2,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1994,All Perils,0
Toyota,Urban,Mar,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Mazda,Urban,Mar,Male,Married,49,Third Party,Sedan - All Perils,Sedan,30000 to 39000,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1994,All Perils,0
Mazda,Urban,Mar,Male,Married,35,Policy Holder,Sedan - Liability,Sport,more than 69000,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Toyota,Rural,Mar,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,less than 20000,2,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Chevrolet,Rural,Jun,Female,Single,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1994,Liability,0
Honda,Urban,Nov,Male,Single,16,Policy Holder,Sport - Collision,Sport,more than 69000,3,more than 30,more than 30,none,2 years,18 to 20,No,No,1 vehicle,1994,Collision,0
Toyota,Urban,Nov,Male,Single,31,Third Party,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,none,6 years,31 to 35,Yes,No,1 vehicle,1994,Liability,0
Chevrolet,Urban,Jul,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,4,more than 30,more than 30,none,5 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Pontiac,Urban,Jun,Female,Single,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Mazda,Urban,Apr,Male,Single,42,Third Party,Sedan - Collision,Sedan,30000 to 39000,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,1 vehicle,1994,Collision,0
Toyota,Urban,Mar,Male,Single,78,Policy Holder,Sedan - All Perils,Sedan,less than 20000,2,more than 30,more than 30,none,more than 7,over 65,No,No,2 vehicles,1994,All Perils,0
Dodge,Urban,Feb,Male,Single,33,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1994,All Perils,1
Honda,Urban,Mar,Male,Single,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,1 vehicle,1994,Collision,0
Chevrolet,Urban,Mar,Female,Single,36,Third Party,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,more than 4,5 years,36 to 40,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Jan,Male,Single,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1994,Liability,0
Mazda,Urban,Mar,Male,Married,36,Third Party,Sport - Collision,Sport,more than 69000,1,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1994,Collision,0
Toyota,Urban,Apr,Male,Single,41,Policy Holder,Sedan - Liability,Sport,more than 69000,2,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,1 vehicle,1994,Liability,0
Mazda,Urban,Apr,Male,Married,36,Third Party,Sedan - All Perils,Sedan,less than 20000,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,1 vehicle,1994,All Perils,0
Chevrolet,Rural,Apr,Female,Married,41,Third Party,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Apr,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Apr,Male,Married,32,Third Party,Sedan - All Perils,Sedan,less than 20000,2,more than 30,more than 30,1,5 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Toyota,Urban,Jan,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1994,Collision,1
Honda,Urban,Mar,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,4,more than 30,more than 30,none,new,16 to 17,No,No,1 vehicle,1994,Liability,0
Saturn,Urban,Mar,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1994,All Perils,0
Toyota,Urban,May,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1994,Collision,0
Chevrolet,Urban,Mar,Male,Married,48,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1994,Collision,0
Toyota,Urban,Mar,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1994,All Perils,0
Pontiac,Urban,Mar,Male,Married,61,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,1 vehicle,1994,Liability,0
Accura,Urban,Feb,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,more than 69000,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Mazda,Rural,Feb,Male,Married,51,Policy Holder,Utility - All Perils,Utility,more than 69000,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1994,All Perils,0
Toyota,Urban,Jul,Male,Married,60,Third Party,Sedan - All Perils,Sedan,more than 69000,2,more than 30,more than 30,2 to 4,5 years,51 to 65,No,No,1 vehicle,1994,All Perils,0
Honda,Rural,Sep,Male,Single,0,Policy Holder,Sport - Collision,Sport,more than 69000,3,more than 30,more than 30,none,new,16 to 17,No,No,2 vehicles,1994,Collision,0
Honda,Urban,Jan,Female,Single,27,Third Party,Sedan - All Perils,Sedan,more than 69000,4,more than 30,more than 30,more than 4,new,31 to 35,No,No,1 vehicle,1994,All Perils,0
Toyota,Urban,Apr,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,1,7 years,31 to 35,No,No,3 to 4,1994,Collision,0
Mazda,Urban,May,Female,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Honda,Urban,Aug,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Oct,Female,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Pontiac,Rural,May,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,more than 69000,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1994,Collision,0
Chevrolet,Rural,Oct,Female,Married,34,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,3,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1994,Collision,0
