Month,MonthClaimed,Sex,Fault,PolicyType,PolicyNumber,Deductible,AddressChange_Claim,BasePolicy,FraudFound_P
Dec,Dec,Male,Policy Holder,Sedan - Collision,2341,400,no change,Collision,0
Nov,Dec,Male,Policy Holder,Sedan - Liability,2342,400,no change,Liability,0
Nov,Nov,Male,Policy Holder,Sedan - Collision,2343,400,no change,Collision,0
Oct,Nov,Male,Third Party,Sedan - All Perils,2344,400,no change,All Perils,0
Oct,Nov,Male,Policy Holder,Utility - All Perils,2345,400,no change,All Perils,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,2346,400,no change,Liability,0
Oct,Nov,Male,Policy Holder,Sedan - Collision,2347,500,2 to 3 years,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,2348,400,no change,Collision,0
Oct,Oct,Male,Third Party,Sport - Collision,2349,400,no change,Collision,0
Oct,Oct,Male,Third Party,Sedan - Liability,2350,400,no change,Liability,0
Sep,Sep,Male,Policy Holder,Sedan - Liability,2351,400,no change,Liability,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,2352,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - All Perils,2353,400,4 to 8 years,All Perils,0
Mar,Apr,Male,Policy Holder,Sedan - All Perils,2354,400,no change,All Perils,1
Jul,Jul,Male,Third Party,Sedan - Collision,2355,400,no change,Collision,0
Jul,Jul,Male,Policy Holder,Sedan - Liability,2356,400,no change,Liability,0
Jun,Jun,Female,Policy Holder,Sedan - Liability,2357,400,no change,Liability,0
Jun,Jul,Male,Third Party,Sedan - All Perils,2358,400,no change,All Perils,0
Jun,Jun,Female,Policy Holder,Sedan - Liability,2359,400,no change,Liability,0
May,May,Male,Policy Holder,Sedan - All Perils,2360,400,no change,All Perils,0
May,May,Male,Policy Holder,Sedan - Collision,2361,400,no change,Collision,0
Mar,Mar,Female,Policy Holder,Sedan - Collision,2362,400,no change,Collision,1
May,May,Female,Third Party,Sedan - Liability,2363,400,no change,Liability,0
May,May,Male,Policy Holder,Sedan - Liability,2364,400,no change,Liability,0
Apr,Apr,Male,Third Party,Sedan - Collision,2365,400,no change,Collision,0
Mar,Apr,Male,Policy Holder,Sport - Collision,2366,400,no change,Collision,0
Nov,Nov,Male,Policy Holder,Sedan - Liability,2367,400,1 year,Liability,0
Nov,Nov,Female,Third Party,Sedan - Collision,2368,400,no change,Collision,0
Nov,Nov,Male,Policy Holder,Sedan - Collision,2369,400,no change,Collision,0
Nov,Nov,Female,Policy Holder,Sedan - Liability,2370,400,no change,Liability,0
Oct,Nov,Male,Policy Holder,Sport - Collision,2371,400,no change,Collision,0
Aug,Aug,Male,Policy Holder,Sedan - Collision,2372,400,no change,Collision,0
Jul,Aug,Male,Third Party,Sedan - Liability,2373,400,no change,Liability,0
Jul,Jul,Male,Third Party,Sedan - Collision,2374,400,4 to 8 years,Collision,0
Jul,Jul,Male,Policy Holder,Sedan - All Perils,2375,400,no change,All Perils,0
Jul,Jul,Male,Third Party,Sedan - All Perils,2376,400,no change,All Perils,0
Apr,May,Male,Third Party,Sedan - Liability,2377,400,no change,Liability,0
Apr,Apr,Male,Policy Holder,Sedan - Liability,2378,400,no change,Liability,0
Mar,Apr,Male,Third Party,Sedan - Collision,2379,400,no change,Collision,0
Mar,Mar,Male,Policy Holder,Sedan - Collision,2380,400,no change,Collision,0
Mar,Mar,Female,Policy Holder,Sport - All Perils,2381,400,no change,All Perils,0
Nov,Nov,Male,Policy Holder,Sedan - Liability,2382,400,no change,Liability,0
Nov,Nov,Male,Policy Holder,Sedan - Liability,2383,400,no change,Liability,0
Mar,Apr,Female,Policy Holder,Sedan - Collision,2384,400,no change,Collision,1
Oct,Oct,Male,Policy Holder,Sedan - Collision,2385,400,no change,Collision,0
Oct,Oct,Male,Third Party,Sedan - All Perils,2386,400,no change,All Perils,0
Oct,Oct,Male,Third Party,Sedan - All Perils,2387,400,no change,All Perils,0
Mar,Apr,Male,Policy Holder,Sedan - All Perils,2388,700,no change,All Perils,1
Mar,Apr,Male,Policy Holder,Sedan - All Perils,2389,400,no change,All Perils,1
Jul,Jul,Male,Policy Holder,Sedan - All Perils,2390,400,no change,All Perils,0
Jul,Jul,Male,Policy Holder,Sedan - Collision,2391,400,no change,Collision,0
Jul,Jul,Male,Third Party,Sedan - Liability,2392,400,no change,Liability,0
Mar,Apr,Male,Third Party,Sedan - All Perils,2393,400,no change,All Perils,0
Jun,Jun,Male,Policy Holder,Sedan - Liability,2394,400,no change,Liability,0
Jun,Jun,Male,Policy Holder,Sedan - Liability,2395,400,4 to 8 years,Liability,0
Jun,Jun,Male,Policy Holder,Sedan - Liability,2396,400,no change,Liability,0
May,Jun,Female,Policy Holder,Sedan - Collision,2397,400,no change,Collision,0
May,May,Male,Policy Holder,Sedan - Liability,2398,500,2 to 3 years,Liability,0
Apr,Apr,Male,Policy Holder,Sedan - Liability,2399,400,no change,Liability,0
Apr,Apr,Male,Policy Holder,Sedan - Liability,2400,400,no change,Liability,0
Sep,Sep,Male,Policy Holder,Sedan - Liability,2401,400,no change,Liability,0
Apr,Apr,Male,Policy Holder,Sedan - Collision,2402,400,no change,Collision,0
Mar,Mar,Male,Third Party,Sedan - All Perils,2403,400,no change,All Perils,0
Jul,Sep,Female,Policy Holder,Sedan - All Perils,2404,400,no change,All Perils,0
Jul,Aug,Male,Third Party,Sedan - Collision,2405,400,no change,Collision,0
May,May,Male,Policy Holder,Sedan - Liability,2406,400,no change,Liability,0
Apr,Apr,Male,Policy Holder,Sedan - Liability,2407,400,no change,Liability,0
Apr,Apr,Male,Third Party,Sedan - Collision,2408,400,no change,Collision,0
Jul,Aug,Male,Third Party,Sedan - Collision,2409,400,no change,Collision,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,2410,400,no change,Liability,0
Mar,Mar,Male,Policy Holder,Sedan - Collision,2411,400,no change,Collision,0
Mar,Mar,Female,Policy Holder,Sedan - Liability,2412,400,no change,Liability,0
Mar,May,Male,Policy Holder,Sedan - All Perils,2413,400,no change,All Perils,0
Mar,Apr,Male,Policy Holder,Sedan - Liability,2414,400,no change,Liability,0
Apr,Apr,Male,Third Party,Sedan - Liability,2415,400,no change,Liability,0
Mar,Apr,Male,Third Party,Sedan - Collision,2416,400,4 to 8 years,Collision,0
Apr,Apr,Male,Policy Holder,Sedan - All Perils,2417,400,no change,All Perils,0
Apr,Apr,Male,Policy Holder,Sedan - Collision,2418,400,no change,Collision,0
Apr,Apr,Male,Third Party,Sedan - All Perils,2419,400,no change,All Perils,0
Oct,Oct,Male,Policy Holder,Sedan - All Perils,2420,400,no change,All Perils,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,2421,400,no change,Liability,0
Mar,Mar,Male,Third Party,Sedan - Collision,2422,400,no change,Collision,0
Mar,Mar,Male,Policy Holder,Sedan - All Perils,2423,400,no change,All Perils,0
Mar,Apr,Female,Policy Holder,Sedan - All Perils,2424,400,no change,All Perils,1
Mar,Mar,Female,Third Party,Sedan - All Perils,2425,400,no change,All Perils,0
Mar,Mar,Male,Third Party,Sedan - Collision,2426,400,no change,Collision,0
Mar,Mar,Male,Third Party,Sedan - Liability,2427,400,no change,Liability,0
Mar,Mar,Male,Policy Holder,Sedan - Collision,2428,400,no change,Collision,0
Jun,Jun,Male,Third Party,Sedan - All Perils,2429,400,no change,All Perils,0
Jun,Jun,Male,Policy Holder,Sedan - Liability,2430,400,no change,Liability,0
Jun,Jun,Male,Policy Holder,Sedan - Collision,2431,400,no change,Collision,0
Jul,Jul,Female,Policy Holder,Sedan - Liability,2432,400,no change,Liability,0
Oct,Nov,Male,Third Party,Sedan - All Perils,2433,400,no change,All Perils,0
Mar,Apr,Male,Policy Holder,Sedan - Liability,2434,400,no change,Liability,1
Nov,Nov,Male,Policy Holder,Sedan - All Perils,2435,400,no change,All Perils,0
Nov,Nov,Female,Policy Holder,Sedan - Collision,2436,400,no change,Collision,0
Mar,May,Male,Policy Holder,Sedan - All Perils,2437,400,4 to 8 years,All Perils,1
Nov,Nov,Male,Policy Holder,Sedan - Liability,2438,400,no change,Liability,0
Nov,Nov,Male,Policy Holder,Sedan - Liability,2439,400,no change,Liability,0
Oct,Nov,Male,Third Party,Sedan - Liability,2440,400,no change,Liability,0
Oct,Nov,Male,Third Party,Sedan - Liability,2441,400,no change,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,2442,400,no change,Liability,0
Jul,Jul,Male,Policy Holder,Sedan - All Perils,2443,400,no change,All Perils,0
Jul,Jul,Male,Policy Holder,Sedan - Collision,2444,400,no change,Collision,0
Jun,Jun,Male,Policy Holder,Sedan - Collision,2445,400,no change,Collision,0
Jun,Aug,Male,Third Party,Sedan - Collision,2446,400,no change,Collision,0
Jun,Jun,Female,Policy Holder,Sedan - Collision,2447,400,no change,Collision,0
Jun,Jun,Male,Policy Holder,Sedan - Collision,2448,400,no change,Collision,0
Jun,Jun,Male,Policy Holder,Sedan - Liability,2449,500,2 to 3 years,Liability,0
Jun,Jun,Male,Policy Holder,Sedan - Liability,2450,400,no change,Liability,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,2451,400,no change,Liability,0
Mar,Mar,Male,Policy Holder,Sedan - Collision,2452,400,no change,Collision,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,2453,400,no change,Liability,0
Mar,Mar,Male,Third Party,Sedan - Liability,2454,400,no change,Liability,0
Mar,Nov,Male,Policy Holder,Sedan - Liability,2455,400,no change,Liability,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,2456,400,no change,Liability,0
Mar,Mar,Male,Policy Holder,Sedan - All Perils,2457,400,no change,All Perils,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,2458,400,1 year,Liability,0
Mar,Apr,Male,Policy Holder,Sedan - Collision,2459,400,no change,Collision,1
Mar,Mar,Male,Policy Holder,Sedan - Liability,2460,400,no change,Liability,0
Oct,Nov,Male,Policy Holder,Sedan - All Perils,2461,400,no change,All Perils,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,2462,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - All Perils,2463,400,no change,All Perils,0
May,May,Male,Third Party,Sedan - Collision,2464,400,no change,Collision,0
May,Jun,Male,Policy Holder,Sedan - Liability,2465,400,no change,Liability,0
Apr,Apr,Male,Third Party,Sedan - Collision,2466,400,no change,Collision,0
Apr,Apr,Female,Third Party,Sedan - Liability,2467,400,no change,Liability,0
Apr,Apr,Male,Third Party,Sedan - Liability,2468,400,no change,Liability,0
Mar,Apr,Male,Policy Holder,Sedan - All Perils,2469,400,no change,All Perils,1
Mar,May,Male,Policy Holder,Sedan - All Perils,2470,400,no change,All Perils,0
Mar,Apr,Male,Policy Holder,Sedan - Liability,2471,400,no change,Liability,0
Mar,Apr,Male,Policy Holder,Sedan - Liability,2472,400,no change,Liability,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,2473,400,no change,Liability,0
Mar,Mar,Male,Third Party,Sedan - All Perils,2474,400,no change,All Perils,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,2475,400,no change,Liability,0
Feb,Mar,Male,Policy Holder,Sedan - Liability,2476,400,no change,Liability,0
Jan,Feb,Female,Policy Holder,Sedan - Liability,2477,400,no change,Liability,0
Jun,Jun,Male,Policy Holder,Sedan - Liability,2478,400,no change,Liability,0
May,May,Male,Third Party,Sedan - All Perils,2479,400,4 to 8 years,All Perils,0
Jul,Jul,Male,Policy Holder,Sedan - Collision,2480,400,no change,Collision,0
Aug,Aug,Male,Policy Holder,Sedan - Liability,2481,400,no change,Liability,0
Apr,May,Female,Policy Holder,Sedan - All Perils,2482,400,no change,All Perils,0
May,May,Male,Policy Holder,Sedan - Liability,2483,400,no change,Liability,0
Jun,Jul,Female,Policy Holder,Sedan - All Perils,2484,400,no change,All Perils,0
Apr,Dec,Male,Policy Holder,Sedan - All Perils,2485,400,no change,All Perils,1
Aug,Aug,Male,Third Party,Sedan - All Perils,2486,400,no change,All Perils,0
Sep,Sep,Male,Third Party,Sedan - All Perils,2487,400,no change,All Perils,0
Aug,Sep,Male,Policy Holder,Sport - Collision,2488,400,no change,Collision,0
Sep,Sep,Female,Policy Holder,Sedan - Collision,2489,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - Liability,2490,400,no change,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,2491,400,no change,Collision,0
Nov,Nov,Male,Third Party,Sedan - Liability,2492,400,no change,Liability,0
Dec,Dec,Male,Third Party,Sedan - All Perils,2493,400,no change,All Perils,0
Dec,Dec,Female,Third Party,Sedan - Collision,2494,400,no change,Collision,0
May,May,Male,Policy Holder,Sedan - Liability,2495,400,no change,Liability,0
May,May,Male,Policy Holder,Sedan - Collision,2496,400,no change,Collision,0
May,May,Male,Policy Holder,Sedan - Liability,2497,400,no change,Liability,0
Aug,Sep,Male,Policy Holder,Sedan - Collision,2498,400,no change,Collision,0
Aug,Aug,Male,Third Party,Sedan - Collision,2499,400,no change,Collision,0
May,May,Male,Policy Holder,Sedan - Liability,2500,500,2 to 3 years,Liability,0
Apr,Apr,Male,Policy Holder,Sedan - All Perils,2501,400,no change,All Perils,1
May,May,Male,Policy Holder,Sedan - Collision,2502,400,no change,Collision,0
Jul,Jul,Male,Policy Holder,Sedan - All Perils,2503,400,no change,All Perils,0
Jun,Aug,Male,Policy Holder,Sedan - Collision,2504,400,no change,Collision,0
Jun,Jun,Male,Policy Holder,Sedan - Collision,2505,400,no change,Collision,0
Aug,Aug,Male,Policy Holder,Sedan - Collision,2506,400,no change,Collision,0
Aug,Aug,Male,Policy Holder,Sedan - Liability,2507,400,no change,Liability,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,2508,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - Liability,2509,400,no change,Liability,0
Sep,Sep,Male,Policy Holder,Sedan - All Perils,2510,400,no change,All Perils,0
Oct,Oct,Male,Third Party,Sedan - All Perils,2511,400,no change,All Perils,0
Dec,Dec,Male,Policy Holder,Utility - All Perils,2512,700,no change,All Perils,0
Dec,Dec,Male,Policy Holder,Sedan - Collision,2513,400,no change,Collision,0
Apr,Apr,Male,Policy Holder,Sedan - Collision,2514,400,no change,Collision,0
May,Jun,Male,Policy Holder,Sedan - Collision,2515,400,no change,Collision,0
May,May,Male,Policy Holder,Sedan - Liability,2516,400,no change,Liability,0
May,May,Male,Third Party,Sedan - Liability,2517,400,no change,Liability,0
May,May,Male,Policy Holder,Sedan - Liability,2518,400,no change,Liability,0
Jun,Jun,Male,Policy Holder,Sedan - Liability,2519,400,no change,Liability,0
Apr,Apr,Male,Third Party,Sedan - All Perils,2520,400,no change,All Perils,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,2521,400,4 to 8 years,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,2522,400,no change,Collision,0
Dec,Dec,Male,Policy Holder,Sedan - All Perils,2523,400,no change,All Perils,0
Aug,Sep,Male,Policy Holder,Sedan - Liability,2524,400,no change,Liability,0
Jan,Mar,Male,Policy Holder,Sedan - Liability,2525,400,no change,Liability,0
Jan,Feb,Male,Policy Holder,Sedan - Liability,2526,400,no change,Liability,0
Dec,Dec,Male,Policy Holder,Sedan - Collision,2527,400,no change,Collision,0
Jan,Jan,Male,Third Party,Sedan - All Perils,2528,400,no change,All Perils,0
Jan,Jan,Female,Third Party,Sedan - Collision,2529,400,no change,Collision,0
Jan,Jan,Male,Policy Holder,Sedan - Liability,2530,400,no change,Liability,0
Feb,Mar,Male,Policy Holder,Sedan - Liability,2531,400,no change,Liability,0
Mar,Mar,Male,Policy Holder,Sedan - All Perils,2532,400,no change,All Perils,0
Feb,Feb,Male,Policy Holder,Sedan - Liability,2533,400,no change,Liability,0
Feb,Feb,Male,Policy Holder,Sedan - Liability,2534,400,no change,Liability,0
Jan,Feb,Male,Policy Holder,Sedan - Collision,2535,400,no change,Collision,0
Nov,Nov,Male,Third Party,Sedan - All Perils,2536,400,no change,All Perils,0
Nov,Nov,Male,Third Party,Sedan - Collision,2537,400,no change,Collision,0
Nov,Nov,Male,Third Party,Sedan - Collision,2538,400,no change,Collision,0
Feb,Mar,Male,Third Party,Sedan - Collision,2539,400,no change,Collision,0
Feb,Mar,Male,Third Party,Sedan - Liability,2540,400,no change,Liability,0
Mar,Mar,Male,Third Party,Sedan - Collision,2541,400,no change,Collision,0
Apr,Apr,Male,Third Party,Sedan - Collision,2542,400,4 to 8 years,Collision,0
Jan,Jan,Male,Policy Holder,Sedan - Liability,2543,700,no change,Liability,0
Aug,Aug,Female,Policy Holder,Sedan - Collision,2544,400,no change,Collision,0
Jul,Jul,Male,Policy Holder,Utility - All Perils,2545,400,no change,All Perils,0
Jul,Aug,Male,Third Party,Sedan - All Perils,2546,400,no change,All Perils,0
Jun,Jun,Male,Policy Holder,Sedan - Liability,2547,400,no change,Liability,0
May,Jun,Male,Policy Holder,Sedan - All Perils,2548,400,no change,All Perils,0
Apr,Apr,Female,Policy Holder,Sedan - Liability,2549,400,1 year,Liability,0
Dec,Jan,Female,Policy Holder,Sedan - Liability,2550,400,no change,Liability,0
May,Nov,Male,Policy Holder,Sedan - Collision,2551,500,2 to 3 years,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,2552,400,no change,Liability,0
Aug,Aug,Female,Third Party,Sedan - All Perils,2553,400,no change,All Perils,0
Aug,Aug,Male,Policy Holder,Sedan - Collision,2554,400,no change,Collision,0
Jul,Aug,Male,Policy Holder,Sedan - Collision,2555,400,no change,Collision,0
Jul,Aug,Male,Policy Holder,Sedan - Collision,2556,400,no change,Collision,0
Jul,Jul,Male,Third Party,Sedan - All Perils,2557,400,no change,All Perils,0
Jul,Aug,Male,Policy Holder,Sedan - Collision,2558,400,no change,Collision,0
May,May,Male,Third Party,Sedan - Collision,2559,400,no change,Collision,0
May,May,Male,Third Party,Sedan - Collision,2560,400,no change,Collision,0
Nov,Nov,Male,Policy Holder,Sedan - Collision,2561,400,no change,Collision,0
Nov,Nov,Male,Policy Holder,Sedan - Liability,2562,400,no change,Liability,0
Nov,Nov,Female,Policy Holder,Sedan - All Perils,2563,400,4 to 8 years,All Perils,0
Sep,Sep,Male,Policy Holder,Sedan - All Perils,2564,400,no change,All Perils,0
Aug,Aug,Male,Policy Holder,Sedan - Liability,2565,400,no change,Liability,0
Aug,Aug,Female,Third Party,Sedan - Collision,2566,400,no change,Collision,0
Jul,Jul,Male,Policy Holder,Utility - All Perils,2567,400,no change,All Perils,0
Jul,Jul,Female,Policy Holder,Sedan - Liability,2568,400,no change,Liability,0
Dec,Dec,Male,Policy Holder,Sedan - Liability,2569,400,no change,Liability,0
Nov,Nov,Male,Policy Holder,Sedan - Collision,2570,400,no change,Collision,0
Nov,Nov,Male,Third Party,Sedan - Liability,2571,400,no change,Liability,0
Nov,Nov,Female,Policy Holder,Sedan - Collision,2572,400,no change,Collision,0
Nov,Nov,Male,Third Party,Sedan - Collision,2573,400,no change,Collision,0
Sep,Nov,Male,Policy Holder,Sedan - All Perils,2574,400,no change,All Perils,0
Aug,Sep,Male,Third Party,Sport - All Perils,2575,400,no change,All Perils,0
Aug,Aug,Female,Policy Holder,Sedan - Collision,2576,400,no change,Collision,0
Nov,Nov,Male,Policy Holder,Sedan - Liability,2577,400,no change,Liability,0
Nov,Nov,Male,Policy Holder,Sedan - All Perils,2578,400,no change,All Perils,0
Nov,Nov,Female,Policy Holder,Sedan - Liability,2579,400,no change,Liability,0
Apr,May,Male,Third Party,Sedan - Collision,2580,400,no change,Collision,0
Apr,Apr,Male,Third Party,Sedan - Collision,2581,400,no change,Collision,0
